Nama Pelanggan,Produk,Ulasan,Rating
A***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","BAGUUSS.. ❤❤❤
ternyata baguuss banget, melebihi ekspektasi sih... harga murah tapi good quality. Apalgi kalau udah licin gak ada bekas lipatan bisa lebih cakeep .. mantap...",5
M***m,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",👍👍👍👍,5
F***g,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",👍👍👍👍👍,4
Herlidesmita,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bahan nyaman. bagus dipakai,5
rose,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","pengiriman cepat👍👍 respon seller sangat baik, 
jahitan rapi, warna sesuai harapan, ukuran juga pas... thks
 seller 👍👍",5
S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Pembelian ke sekian, pokoknya bagus 😍",5
Dini,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus, harga terjangkau tapi keliatan  elegan",5
MARTI,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","udah 2 kali order di sini, jahitanya rapi, bahannya juga oke, ngak malu"" in kalau buat di jadiin kado buat temen...",5
S***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Ini dah pembelian ke brp yah lupa hehee pokonya mh saya suka 😍 mksh yah kakaa,5
A***y,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Baguss,5
F***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","ukuran pas dibadan, bahannya enak adem, sesuai dengan gambar, thanks 👍👍",5
D***a,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Bagus dipaduin sama lingerie atau tanktop.. bahannya enak,",5
W***I,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Barang nya bagus, jaitan rapi...hanya krn ada note : toleransi ukuran 2-3 cm...mungkin lain kali kalo beli harus minta diukur benar2 barangnya...
Seller nya ramah kok..ma...",5
Zhuzee,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Bagus...sukaa😍👍🏻 Jahitannya rapi .warnanya bagus .ukurannya pas di badan..modelnya kereeen...puas pokoknya.,5
Juliana,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",sdh beberapa kl saya order dg warna2 lain..cakep modelnya dan rapih 👍👍,5
Lestari,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",bagusss... ukuran jg sesuai.. bahannya tidak tipis,5
Amel,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S","Sebagus itu. Mana harganya murah, totally worth to buy, mau koleksi warna lain. BB 73 kg, T 153cm. Pake size XL masih longgar dibagian badan, cuma kalo angkat tangan, lan...",5
Y***i,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",nyesal..stlh beli ketemu di toko lain stgh harga lbh murah,3
Shinta,"HanaFashion - Felecia Basic Outer Atasan Wanita - SB144 - Mustard, S",Cocok size dan warna spt yg aq inginkan. Thanks seller and toped,5
