Nama Pelanggan,Produk,Ulasan,Rating
O***g,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Mantap bahan bagus, Nyaman banget dipakai, jahitan rapi. Suka banget. Terima kasih",5
Susan,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bahan bagus, jahitan rapi, harga ok bgt. pengiriman aman.",5
Lenny,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","sesuai deskripsi, jahitan rapi, respon seller ok, pengiriman cepat",5
Fadjar,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","Bagus, harga muraah.. kualitas lumayan, bisa buat jalan..",5
R***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus pokonya tdak mngecewakan 😍,5
Yumi,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bahan halus&cantik,5
Fie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",ukuran pas ..bagus bahannya,5
L***z,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",Bahan sifon tipis & panas.. kemahalan utk bahan keq gini dgn harga tertera..,3
maria,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",sesuai foto,5
Ranididie,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","cardigannya bagus, pas bgt, pengirimannya cepat, trimakasih",5
R***a,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S",bagus bahannya jatoh. cm agak kurang panjang depannya. yg belakang pas sih. bagian depan agak gantung karena ketarik di bagian dada.,5
aprilia,"HanaFashion - Lucia Basic Casual Cardigan Outer Simple Wanita - SB136 - MC Polka, S","over all okee, cumaa jahitan kurang rapi dan ini udah beli yang keduaaa kali nyaaa",5
